GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_000474035.1	793118	N/A	N/A	
GCA_000826905.1	1488728	N/A	N/A	
GCA_000826925.1	1488748	N/A	N/A	
GCA_000988445.1	1749158	N/A	N/A	
GCA_002237285.1	4894028	N/A	N/A	
GCA_003150815.1	6617958	N/A	N/A	
GCA_003913055.2	32217438	N/A	N/A	
GCA_007998105.1	13196848	N/A	N/A	
GCA_008027975.1	13275728	N/A	N/A	
GCA_008064935.1	13314258	N/A	N/A	
GCA_008064955.1	13314278	N/A	N/A	
GCA_008064975.1	13314298	N/A	N/A	
GCA_008086485.1	13400078	N/A	N/A	
GCA_008086505.1	13400098	N/A	N/A	
GCA_008086525.1	13400118	N/A	N/A	
GCA_008087645.1	13400998	N/A	N/A	
GCA_008383145.1	13720208	N/A	N/A	
GCA_008383225.1	13720228	N/A	N/A	
GCA_008385205.1	13720528	N/A	N/A	
GCA_008385335.1	13720608	N/A	N/A	
GCA_008385405.1	13720708	N/A	N/A	
GCA_008386375.1	13722928	N/A	N/A	
GCA_008386415.1	13722968	N/A	N/A	
GCA_008386435.1	13723008	N/A	N/A	
GCA_008802895.1	14211348	N/A	N/A	
GCA_009002655.1	14439418	N/A	N/A	
GCA_009002845.1	14439648	N/A	N/A	
GCA_009003065.1	14439818	N/A	N/A	
GCA_009762515.1	15641088	N/A	N/A	
GCA_009873415.1	15793458	N/A	N/A	
GCA_009873435.1	15793478	N/A	N/A	
GCA_010231855.1	16343128	N/A	N/A	
GCA_010272415.1	16390578	N/A	N/A	
GCA_010272695.1	16390898	N/A	N/A	
GCA_010272895.1	16391268	N/A	N/A	
GCA_010273135.1	16391478	N/A	N/A	
GCA_010725135.1	16871968	N/A	N/A	
GCA_011068325.1	17374928	N/A	N/A	
GCA_011068385.1	17374988	N/A	N/A	
GCA_011811645.2	45595568	N/A	N/A	
GCA_011843745.2	20253848	N/A	N/A	
GCA_011849985.2	20291888	N/A	N/A	
GCA_011853505.2	30456748	N/A	N/A	
GCA_011853625.2	30456768	N/A	N/A	
GCA_011915165.2	31266658	N/A	N/A	
GCA_012015305.2	30995928	N/A	N/A	
GCA_012060065.2	30995788	N/A	N/A	
GCA_012071365.2	32217498	N/A	N/A	
GCA_012097945.2	26599338	N/A	N/A	
GCA_012098715.2	26599398	N/A	N/A	
GCA_012099675.2	26599278	N/A	N/A	
GCA_012100495.2	26597318	N/A	N/A	
GCA_012100875.2	26598918	N/A	N/A	
GCA_012101175.2	26599358	N/A	N/A	
GCA_012107915.2	26597358	N/A	N/A	
GCA_012108755.2	26599078	N/A	N/A	
GCA_012109035.2	26599418	N/A	N/A	
GCA_012152785.2	30457008	N/A	N/A	
GCA_012184185.2	30456788	N/A	N/A	
GCA_012186145.2	30456828	N/A	N/A	
GCA_012194265.2	30456848	N/A	N/A	
GCA_012211645.2	45523158	N/A	N/A	
GCA_012218465.2	30455768	N/A	N/A	
GCA_012218485.2	30456528	N/A	N/A	
GCA_012218565.2	30456888	N/A	N/A	
GCA_012218625.2	30456808	N/A	N/A	
GCA_012218685.2	30456428	N/A	N/A	
GCA_012219005.2	30455928	N/A	N/A	
GCA_012219025.2	30457028	N/A	N/A	
GCA_012219045.2	30457068	N/A	N/A	
GCA_012219065.2	30456548	N/A	N/A	
GCA_012219085.2	30455548	N/A	N/A	
GCA_012219425.2	30455628	N/A	N/A	
GCA_012219465.2	30456208	N/A	N/A	
GCA_012220125.2	30456068	N/A	N/A	
GCA_012220445.2	30456568	N/A	N/A	
GCA_012220465.2	30456588	N/A	N/A	
GCA_012221765.2	30457048	N/A	N/A	
GCA_012224845.2	38182508	N/A	N/A	
GCA_012242025.2	26575528	N/A	N/A	
GCA_012391955.2	26575448	N/A	N/A	
GCA_012711215.2	38182488	N/A	N/A	
GCA_012849755.1	19270028	N/A	N/A	
GCA_012880295.2	31266678	N/A	N/A	
GCA_012934735.1	19361148	N/A	N/A	
GCA_013315835.1	19996568	N/A	N/A	
GCA_013315855.1	19996588	N/A	N/A	
GCA_013315875.1	19996608	N/A	N/A	
GCA_013315915.1	19996648	N/A	N/A	
GCA_013315935.1	19996668	N/A	N/A	
GCA_013341335.1	20071518	N/A	N/A	
GCA_013341355.1	20071538	N/A	N/A	
GCA_013341375.1	20071558	N/A	N/A	
GCA_013342905.2	38182468	N/A	N/A	
GCA_013368055.1	20127738	N/A	N/A	
GCA_013725375.1	20860678	N/A	N/A	
GCA_013725775.1	20861198	N/A	N/A	
GCA_013726815.1	20862518	N/A	N/A	
GCA_013727075.1	20862758	N/A	N/A	
GCA_013727815.1	20863698	N/A	N/A	
GCA_013728735.1	20864798	N/A	N/A	
GCA_013729295.1	20866318	N/A	N/A	
GCA_013729535.1	20867348	N/A	N/A	
GCA_013730915.1	20869278	N/A	N/A	
GCA_013731515.1	20869938	N/A	N/A	
GCA_013732175.1	20870788	N/A	N/A	
GCA_013735655.1	20874958	N/A	N/A	
GCA_013739975.1	20880098	N/A	N/A	
GCA_013740395.1	20880698	N/A	N/A	
GCA_013741635.1	20882258	N/A	N/A	
GCA_013741855.1	20882518	N/A	N/A	
GCA_013742135.1	20882818	N/A	N/A	
GCA_013742835.1	20883668	N/A	N/A	
GCA_013744185.1	20885258	N/A	N/A	
GCA_013745955.1	20887378	N/A	N/A	
GCA_013746875.1	20888438	N/A	N/A	
GCA_013748455.1	20890458	N/A	N/A	
GCA_013748665.1	20890798	N/A	N/A	
GCA_013749295.1	20891568	N/A	N/A	
GCA_013749975.1	20892438	N/A	N/A	
GCA_013750375.1	20892948	N/A	N/A	
GCA_013750815.1	20893528	N/A	N/A	
GCA_013751075.1	20893828	N/A	N/A	
GCA_013751495.1	20894378	N/A	N/A	
GCA_013752075.1	20895138	N/A	N/A	
GCA_013752295.1	20895348	N/A	N/A	
GCA_013782445.1	20941518	N/A	N/A	
GCA_013783465.1	20942858	N/A	N/A	
GCA_013783685.1	20943138	N/A	N/A	
GCA_013783905.1	20943378	N/A	N/A	
GCA_013784085.1	20943598	N/A	N/A	
GCA_013785265.1	20945398	N/A	N/A	
GCA_013785465.1	20945618	N/A	N/A	
GCA_013785665.1	20945958	N/A	N/A	
GCA_013785825.1	20946228	N/A	N/A	
GCA_013786125.1	20946558	N/A	N/A	
GCA_013786165.1	20946738	N/A	N/A	
GCA_013786185.1	20946818	N/A	N/A	
GCA_013786785.1	20947778	N/A	N/A	
GCA_013789905.1	20952208	N/A	N/A	
GCA_013790145.1	20952398	N/A	N/A	
GCA_013790245.1	20952478	N/A	N/A	
GCA_013790285.1	20952598	N/A	N/A	
GCA_013790405.1	20952898	N/A	N/A	
GCA_013790635.1	20953138	N/A	N/A	
GCA_013791815.1	20954538	N/A	N/A	
GCA_013791985.1	20954818	N/A	N/A	
GCA_013795065.1	20958738	N/A	N/A	
GCA_013795285.1	20959088	N/A	N/A	
GCA_013795545.1	20959358	N/A	N/A	
GCA_013795795.1	20959668	N/A	N/A	
GCA_013796065.1	20959918	N/A	N/A	
GCA_013797045.1	20961198	N/A	N/A	
GCA_013797825.1	20962108	N/A	N/A	
GCA_013798625.1	20962938	N/A	N/A	
GCA_013799025.1	20963418	N/A	N/A	
GCA_013799205.1	20963748	N/A	N/A	
GCA_013799505.1	20963988	N/A	N/A	
GCA_013799665.1	20964208	N/A	N/A	
GCA_013800125.1	20964808	N/A	N/A	
GCA_013800705.1	20965498	N/A	N/A	
GCA_013801205.1	20966038	N/A	N/A	
GCA_013802065.1	20967158	N/A	N/A	
GCA_013802345.1	20967428	N/A	N/A	
GCA_013802585.1	20967718	N/A	N/A	
GCA_013802865.1	20968018	N/A	N/A	
GCA_013803045.1	20968318	N/A	N/A	
GCA_013803305.1	20968598	N/A	N/A	
GCA_013803545.1	20968818	N/A	N/A	
GCA_013803745.1	20969078	N/A	N/A	
GCA_013803905.1	20969218	N/A	N/A	
GCA_013804065.1	20969498	N/A	N/A	
GCA_013804245.1	20969758	N/A	N/A	
GCA_013804445.1	20969958	N/A	N/A	
GCA_013804645.1	20970208	N/A	N/A	
GCA_013804865.1	20970468	N/A	N/A	
GCA_013805085.1	20970738	N/A	N/A	
GCA_013805285.1	20971018	N/A	N/A	
GCA_013805505.1	20971278	N/A	N/A	
GCA_013805885.1	20971748	N/A	N/A	
GCA_013806085.1	20971938	N/A	N/A	
GCA_013806305.1	20972218	N/A	N/A	
GCA_013806525.1	20972468	N/A	N/A	
GCA_013806725.1	20972738	N/A	N/A	
GCA_013806925.1	20973028	N/A	N/A	
GCA_013811655.1	20979818	N/A	N/A	
GCA_013812015.1	20980278	N/A	N/A	
GCA_013812225.1	20980568	N/A	N/A	
GCA_013812425.1	20980758	N/A	N/A	
GCA_013812575.1	20980958	N/A	N/A	
GCA_013812745.1	20981198	N/A	N/A	
GCA_013813585.1	20982288	N/A	N/A	
GCA_013813735.1	20982478	N/A	N/A	
GCA_013813895.1	20982678	N/A	N/A	
GCA_013814055.1	20982938	N/A	N/A	
GCA_013814285.1	20983198	N/A	N/A	
GCA_013814665.1	20983638	N/A	N/A	
GCA_013814885.1	20983878	N/A	N/A	
GCA_013815235.1	20984348	N/A	N/A	
GCA_013815445.1	20984538	N/A	N/A	
GCA_013815865.1	20985178	N/A	N/A	
GCA_013816045.1	20985398	N/A	N/A	
GCA_013816205.1	20985558	N/A	N/A	
GCA_013816945.1	20986498	N/A	N/A	
GCA_013817105.1	20986738	N/A	N/A	
GCA_013817315.1	20986998	N/A	N/A	
GCA_013817505.1	20987168	N/A	N/A	
GCA_013817645.1	20987438	N/A	N/A	
GCA_013817865.1	20987718	N/A	N/A	
GCA_013818065.1	20987918	N/A	N/A	
GCA_013818265.1	20988178	N/A	N/A	
GCA_013818475.1	20988418	N/A	N/A	
GCA_013818685.1	20988718	N/A	N/A	
GCA_013818885.1	20988958	N/A	N/A	
GCA_013819805.1	20989998	N/A	N/A	
GCA_013819985.1	20990278	N/A	N/A	
GCA_013820695.1	20991098	N/A	N/A	
GCA_013821045.1	20991518	N/A	N/A	
GCA_013821185.1	20991758	N/A	N/A	
GCA_013821385.1	20991938	N/A	N/A	
GCA_013821835.1	20992498	N/A	N/A	
GCA_013821965.1	20992868	N/A	N/A	
GCA_013822225.1	20993978	N/A	N/A	
GCA_013822325.1	20994578	N/A	N/A	
GCA_013822435.1	20995238	N/A	N/A	
GCA_013822575.1	20995938	N/A	N/A	
GCA_013823125.1	20998268	N/A	N/A	
GCA_013823335.1	20999458	N/A	N/A	
GCA_013823545.1	21000198	N/A	N/A	
GCA_013823705.1	21001038	N/A	N/A	
GCA_013823865.1	21001648	N/A	N/A	
GCA_013823975.1	21002448	N/A	N/A	
GCA_013824185.1	21002928	N/A	N/A	
GCA_013824345.1	21003178	N/A	N/A	
GCA_013824535.1	21003358	N/A	N/A	
GCA_013824695.1	21003518	N/A	N/A	
GCA_013824825.1	21003718	N/A	N/A	
GCA_013824985.1	21003988	N/A	N/A	
GCA_013825245.1	21004358	N/A	N/A	
GCA_013825525.1	21004618	N/A	N/A	
GCA_013826725.1	21006068	N/A	N/A	
GCA_013827205.1	21006658	N/A	N/A	
GCA_013827445.1	21006898	N/A	N/A	
GCA_013827685.1	21007138	N/A	N/A	
GCA_013827905.1	21007318	N/A	N/A	
GCA_013828065.1	21007558	N/A	N/A	
GCA_013828205.1	21007738	N/A	N/A	
GCA_013828415.1	21007998	N/A	N/A	
GCA_013828815.1	21008458	N/A	N/A	
GCA_013828985.1	21008698	N/A	N/A	
GCA_013829445.1	21009218	N/A	N/A	
GCA_013829665.1	21009518	N/A	N/A	
GCA_013829905.1	21009738	N/A	N/A	
GCA_013830125.1	21009998	N/A	N/A	
GCA_013830345.1	21010258	N/A	N/A	
GCA_013830545.1	21010528	N/A	N/A	
GCA_013830785.1	21010798	N/A	N/A	
GCA_013831005.1	21011178	N/A	N/A	
GCA_013831265.1	21011458	N/A	N/A	
GCA_013831545.1	21011718	N/A	N/A	
GCA_013831785.1	21012158	N/A	N/A	
GCA_013831995.1	21012518	N/A	N/A	
GCA_013832285.1	21012858	N/A	N/A	
GCA_013832525.1	21013158	N/A	N/A	
GCA_013832805.1	21013408	N/A	N/A	
GCA_013832965.1	21013588	N/A	N/A	
GCA_013833155.1	21013788	N/A	N/A	
GCA_013833345.1	21014058	N/A	N/A	
GCA_013833585.1	21014328	N/A	N/A	
GCA_013833805.1	21014578	N/A	N/A	
GCA_013833985.1	21014788	N/A	N/A	
GCA_013834305.1	21015218	N/A	N/A	
GCA_013834965.1	21015998	N/A	N/A	
GCA_013835205.1	21016258	N/A	N/A	
GCA_013835405.1	21016498	N/A	N/A	
GCA_013835585.1	21016688	N/A	N/A	
GCA_013835785.1	21016978	N/A	N/A	
GCA_013835945.1	21017138	N/A	N/A	
GCA_013836945.1	21018328	N/A	N/A	
GCA_013837165.1	21018588	N/A	N/A	
GCA_013837385.1	21018848	N/A	N/A	
GCA_013837545.1	21019038	N/A	N/A	
GCA_013837755.1	21019368	N/A	N/A	
GCA_013838005.1	21019618	N/A	N/A	
GCA_013883175.1	21077478	N/A	N/A	
GCA_013883375.1	21077688	N/A	N/A	
GCA_013883815.1	21078288	N/A	N/A	
GCA_013884015.1	21078498	N/A	N/A	
GCA_013884255.1	21078778	N/A	N/A	
GCA_013884475.1	21079028	N/A	N/A	
GCA_013884735.1	21079318	N/A	N/A	
GCA_013884935.1	21079648	N/A	N/A	
GCA_013885155.1	21079908	N/A	N/A	
GCA_013885335.1	21080258	N/A	N/A	
GCA_013885595.1	21080648	N/A	N/A	
GCA_013885915.1	21080928	N/A	N/A	
GCA_013886475.1	21081588	N/A	N/A	
GCA_013886595.1	21081758	N/A	N/A	
GCA_013886735.1	21081858	N/A	N/A	
GCA_013886795.1	21081978	N/A	N/A	
GCA_013886835.1	21082198	N/A	N/A	
GCA_013887055.1	21082558	N/A	N/A	
GCA_013887315.1	21082798	N/A	N/A	
GCA_013887475.1	21083058	N/A	N/A	
GCA_013887755.1	21083338	N/A	N/A	
GCA_013888015.1	21083598	N/A	N/A	
GCA_013888235.1	21083818	N/A	N/A	
GCA_013888395.1	21084098	N/A	N/A	
GCA_013888615.1	21084338	N/A	N/A	
GCA_013888815.1	21084578	N/A	N/A	
GCA_013889215.1	21085078	N/A	N/A	
GCA_013889395.1	21085338	N/A	N/A	
GCA_013889615.1	21085598	N/A	N/A	
GCA_013890055.1	21086048	N/A	N/A	
GCA_013890395.1	21086488	N/A	N/A	
GCA_013890795.1	21086948	N/A	N/A	
GCA_013890995.1	21087238	N/A	N/A	
GCA_013891215.1	21087498	N/A	N/A	
GCA_013891425.1	21087818	N/A	N/A	
GCA_013891675.1	21088098	N/A	N/A	
GCA_013891895.1	21088388	N/A	N/A	
GCA_013892175.1	21088728	N/A	N/A	
GCA_013892635.1	21089258	N/A	N/A	
GCA_013892855.1	21089578	N/A	N/A	
GCA_013893055.1	21089848	N/A	N/A	
GCA_013893255.1	21090098	N/A	N/A	
GCA_013893495.1	21090328	N/A	N/A	
GCA_013893695.1	21090548	N/A	N/A	
GCA_013894035.1	21090968	N/A	N/A	
GCA_013894235.1	21091208	N/A	N/A	
GCA_013894415.1	21091428	N/A	N/A	
GCA_013894775.1	21091858	N/A	N/A	
GCA_013894975.1	21092168	N/A	N/A	
GCA_013895235.1	21092428	N/A	N/A	
GCA_013895455.1	21092818	N/A	N/A	
GCA_013895855.1	21093388	N/A	N/A	
GCA_013896095.1	21093768	N/A	N/A	
GCA_013896295.1	21093988	N/A	N/A	
GCA_013896515.1	21094358	N/A	N/A	
GCA_013896775.1	21094768	N/A	N/A	
GCA_013897255.1	21095398	N/A	N/A	
GCA_013897395.1	21095758	N/A	N/A	
GCA_013897665.1	21096118	N/A	N/A	
GCA_013897915.1	21096518	N/A	N/A	
GCA_013898135.1	21097058	N/A	N/A	
GCA_013898635.1	21097758	N/A	N/A	
GCA_013898775.1	21097978	N/A	N/A	
GCA_013898915.1	21098078	N/A	N/A	
GCA_013898935.1	21098198	N/A	N/A	
GCA_013898955.1	21098298	N/A	N/A	
GCA_013898975.1	21098418	N/A	N/A	
GCA_013898995.1	21098518	N/A	N/A	
GCA_013899015.1	21098638	N/A	N/A	
GCA_013899055.1	21098838	N/A	N/A	
GCA_013899075.1	21098898	N/A	N/A	
GCA_013899095.1	21098998	N/A	N/A	
GCA_013899115.1	21099088	N/A	N/A	
GCA_013899145.1	21099228	N/A	N/A	
GCA_013899165.1	21099328	N/A	N/A	
GCA_013899185.1	21099408	N/A	N/A	
GCA_013899205.1	21100928	N/A	N/A	
GCA_013899225.1	21100988	N/A	N/A	
GCA_013899245.1	21101048	N/A	N/A	
GCA_013899265.1	21101108	N/A	N/A	
GCA_013899285.1	21101148	N/A	N/A	
GCA_013899445.1	21101488	N/A	N/A	
GCA_013899465.1	21101568	N/A	N/A	
GCA_013899485.1	21101648	N/A	N/A	
GCA_013899525.1	21101708	N/A	N/A	
GCA_013899545.1	21101788	N/A	N/A	
GCA_013899585.1	21101868	N/A	N/A	
GCA_013899605.1	21101928	N/A	N/A	
GCA_013899625.1	21101988	N/A	N/A	
GCA_013899645.1	21102028	N/A	N/A	
GCA_013899665.1	21102088	N/A	N/A	
GCA_013899705.1	21102228	N/A	N/A	
GCA_013899725.1	21102288	N/A	N/A	
GCA_013899745.1	21102328	N/A	N/A	
GCA_013899765.1	21102388	N/A	N/A	
GCA_013899785.1	21102448	N/A	N/A	
GCA_013899805.1	21102508	N/A	N/A	
GCA_013899825.1	21102568	N/A	N/A	
GCA_013899865.1	21102718	N/A	N/A	
GCA_013899885.1	21102768	N/A	N/A	
GCA_013899905.1	21102828	N/A	N/A	
GCA_013899925.1	21102888	N/A	N/A	
GCA_013899945.1	21102958	N/A	N/A	
GCA_013899965.1	21103008	N/A	N/A	
GCA_013899985.1	21103068	N/A	N/A	
GCA_013900005.1	21103128	N/A	N/A	
GCA_013900025.1	21103208	N/A	N/A	
GCA_013900045.1	21103268	N/A	N/A	
GCA_013900065.1	21103328	N/A	N/A	
GCA_013900085.1	21103388	N/A	N/A	
GCA_013900105.1	21103428	N/A	N/A	
GCA_013900125.1	21103488	N/A	N/A	
GCA_013900145.1	21103548	N/A	N/A	
GCA_013900165.1	21103608	N/A	N/A	
GCA_013900185.1	21103668	N/A	N/A	
GCA_013900205.1	21103728	N/A	N/A	
GCA_013900225.1	21103768	N/A	N/A	
GCA_013900245.1	21103828	N/A	N/A	
GCA_013900265.1	21103908	N/A	N/A	
GCA_013900285.1	21103968	N/A	N/A	
GCA_013900305.1	21104028	N/A	N/A	
GCA_013900325.1	21104108	N/A	N/A	
GCA_013900345.1	21104168	N/A	N/A	
GCA_013921705.1	21146828	N/A	N/A	
GCA_013921965.1	21147218	N/A	N/A	
GCA_013922265.1	21147528	N/A	N/A	
GCA_013922565.1	21147778	N/A	N/A	
GCA_013922765.1	21148068	N/A	N/A	
GCA_013922965.1	21148268	N/A	N/A	
GCA_013923405.1	21148848	N/A	N/A	
GCA_013996575.1	21258568	N/A	N/A	
GCA_013996855.1	21258888	N/A	N/A	
GCA_014108885.1	21479918	N/A	N/A	
GCA_014108905.1	21479938	N/A	N/A	
GCA_014108925.1	21479958	N/A	N/A	
GCA_014108945.1	21479978	N/A	N/A	
GCA_014108965.1	21479998	N/A	N/A	
GCA_014108985.1	21480018	N/A	N/A	
GCA_014109005.1	21480038	N/A	N/A	
GCA_014109025.1	21480058	N/A	N/A	
GCA_014109045.1	21480078	N/A	N/A	
GCA_014109065.1	21480098	N/A	N/A	
GCA_014109085.1	21480118	N/A	N/A	
GCA_014109105.1	21480138	N/A	N/A	
GCA_014109125.1	21480158	N/A	N/A	
GCA_014109285.1	21480368	N/A	N/A	
GCA_014109385.1	21480478	N/A	N/A	
GCA_014109545.1	21480638	N/A	N/A	
GCA_014109625.1	21480658	N/A	N/A	
GCA_014109645.1	21480678	N/A	N/A	
GCA_014109665.1	21480698	N/A	N/A	
GCA_014109685.1	21480718	N/A	N/A	
GCA_014170595.1	21555968	N/A	N/A	
GCA_014170695.1	21556088	N/A	N/A	
GCA_014170715.1	21556108	N/A	N/A	
GCA_014170945.1	21556328	N/A	N/A	
GCA_014794165.1	22373158	N/A	N/A	
GCA_015241315.1	22923388	N/A	N/A	
GCA_015241535.1	22923688	N/A	N/A	
GCA_015241835.1	22923988	N/A	N/A	
GCA_015242035.1	22924158	N/A	N/A	
GCA_015242275.1	22924358	N/A	N/A	
GCA_015242435.1	22924518	N/A	N/A	
GCA_015242675.1	22924748	N/A	N/A	
GCA_015244435.1	22926418	N/A	N/A	
GCA_015290945.1	22978618	N/A	N/A	
GCA_016237425.1	24117358	N/A	N/A	
GCA_016767925.1	24782368	N/A	N/A	
GCA_016834635.1	24922548	N/A	N/A	
GCA_016834675.1	24922588	N/A	N/A	
GCA_016834695.1	24922608	N/A	N/A	
GCA_016834715.1	24922628	N/A	N/A	
GCA_016834735.1	24922648	N/A	N/A	
GCA_016834755.1	24922668	N/A	N/A	
GCA_016834775.1	24922688	N/A	N/A	
GCA_016834795.1	24922708	N/A	N/A	
GCA_016834815.1	24922728	N/A	N/A	
GCA_016834835.1	24922748	N/A	N/A	
GCA_016834855.1	24922768	N/A	N/A	
GCA_016834875.1	24922788	N/A	N/A	
GCA_016834895.1	24922808	N/A	N/A	
GCA_016834915.1	24922828	N/A	N/A	
GCA_016834935.1	24922848	N/A	N/A	
GCA_016834955.1	24922868	N/A	N/A	
GCA_016834975.1	24922888	N/A	N/A	
GCA_016834995.1	24922908	N/A	N/A	
GCA_016835015.1	24922928	N/A	N/A	
GCA_016835035.1	24922948	N/A	N/A	
GCA_016835055.1	24922968	N/A	N/A	
GCA_016835075.1	24922988	N/A	N/A	
GCA_016835095.1	24923008	N/A	N/A	
GCA_016925075.1	25072218	N/A	N/A	
GCA_016925095.1	25072238	N/A	N/A	
GCA_016925115.1	25072258	N/A	N/A	
GCA_017347505.2	26803128	N/A	N/A	
GCA_017792185.1	26056498	N/A	N/A	
GCA_018064225.1	26369648	N/A	N/A	
GCA_018771685.1	27263838	N/A	N/A	
GCA_019039795.1	27586308	N/A	N/A	
GCA_019047145.1	27593868	N/A	N/A	
GCA_019047165.1	27593888	N/A	N/A	
GCA_019047645.1	27594428	N/A	N/A	
GCA_019047725.1	27594448	N/A	N/A	
GCA_019047745.1	27594468	N/A	N/A	
GCA_019047905.1	27594628	N/A	N/A	
GCA_019047965.1	27594688	N/A	N/A	
GCA_019048005.1	27594728	N/A	N/A	
GCA_019048145.1	27594868	N/A	N/A	
GCA_019048285.1	27595008	N/A	N/A	
GCA_019048345.1	27595068	N/A	N/A	
GCA_019048425.1	27595148	N/A	N/A	
GCA_019048445.1	27595168	N/A	N/A	
GCA_019048505.1	27595228	N/A	N/A	
GCA_019048605.1	27595328	N/A	N/A	
GCA_019056115.1	27607938	N/A	N/A	
GCA_019478765.2	31266638	N/A	N/A	
GCA_019551055.2	31266618	N/A	N/A	
GCA_019552665.2	31266718	N/A	N/A	
GCA_019884625.1	28730088	N/A	N/A	
GCA_019973815.1	28842158	N/A	N/A	
GCA_019974455.1	28842798	N/A	N/A	
GCA_019974475.1	28842818	N/A	N/A	
GCA_019974495.1	28842838	N/A	N/A	
GCA_019974515.1	28842858	N/A	N/A	
GCA_020298785.2	31266698	N/A	N/A	
GCA_020362645.3	40780538	N/A	N/A	
GCA_020410845.1	29433288	N/A	N/A	
GCA_020684805.1	29887658	N/A	N/A	
GCA_021049165.1	30411538	N/A	N/A	
GCA_021365575.1	30816388	N/A	N/A	
GCA_021365955.1	30816768	N/A	N/A	
GCA_021365975.1	30816788	N/A	N/A	
GCA_021365995.1	30816808	N/A	N/A	
GCA_021366015.1	30816828	N/A	N/A	
GCA_021366035.1	30816848	N/A	N/A	
GCA_021366055.1	30816868	N/A	N/A	
GCA_021366075.1	30816888	N/A	N/A	
GCA_021398675.1	30855538	N/A	N/A	
GCA_021398695.1	30855558	N/A	N/A	
GCA_021398775.1	30855698	N/A	N/A	
GCA_021398795.1	30855758	N/A	N/A	
GCA_021398815.1	30855798	N/A	N/A	
GCA_021398875.1	30855938	N/A	N/A	
GCA_021461415.1	30941448	N/A	N/A	
GCA_021461435.1	30941468	N/A	N/A	
GCA_021461455.1	30941488	N/A	N/A	
GCA_021461475.1	30941508	N/A	N/A	
GCA_021461495.1	30941528	N/A	N/A	
GCA_021461515.1	30941548	N/A	N/A	
GCA_021461535.1	30941568	N/A	N/A	
GCA_021461555.1	30941588	N/A	N/A	
GCA_021461575.1	30941608	N/A	N/A	
GCA_021461595.1	30941628	N/A	N/A	
GCA_021461615.1	30941648	N/A	N/A	
GCA_021461635.1	30941668	N/A	N/A	
GCA_021461745.1	30941798	N/A	N/A	
GCA_021461805.1	30941918	N/A	N/A	
GCA_021461855.1	30941938	N/A	N/A	
GCA_021461875.1	30941958	N/A	N/A	
GCA_021461895.1	30941978	N/A	N/A	
GCA_021461915.1	30941998	N/A	N/A	
GCA_021461935.1	30942058	N/A	N/A	
GCA_021461965.1	30942118	N/A	N/A	
GCA_021462025.1	30942218	N/A	N/A	
GCA_021462065.1	30942238	N/A	N/A	
GCA_021462085.1	30942258	N/A	N/A	
GCA_021462105.1	30942278	N/A	N/A	
GCA_021462125.1	30942298	N/A	N/A	
GCA_021462145.1	30942318	N/A	N/A	
GCA_021462165.1	30942338	N/A	N/A	
GCA_021559635.1	31072388	N/A	N/A	
GCA_021559655.1	31072408	N/A	N/A	
GCA_021562195.1	31076618	N/A	N/A	
GCA_022488185.1	32156288	N/A	N/A	
GCA_022493135.1	32164768	N/A	N/A	
GCA_022557295.1	32252268	N/A	N/A	
GCA_022760255.1	32518118	N/A	N/A	
GCA_022811625.1	32584638	N/A	N/A	
GCA_023022885.1	32821938	N/A	N/A	
GCA_023022905.1	32821958	N/A	N/A	
GCA_023098635.2	35038408	N/A	N/A	
GCA_023099305.2	34808018	N/A	N/A	
GCA_023099565.2	34807998	N/A	N/A	
GCA_023099705.2	35038328	N/A	N/A	
GCA_023099865.2	34807958	N/A	N/A	
GCA_023100045.2	34807978	N/A	N/A	
GCA_024300725.1	34741698	N/A	N/A	
GCA_024300745.1	34741718	N/A	N/A	
GCA_024499325.1	34989058	N/A	N/A	
GCA_024499345.1	34989118	N/A	N/A	
GCA_024499365.1	34989178	N/A	N/A	
GCA_024499385.1	34989258	N/A	N/A	
GCA_024499405.1	34989318	N/A	N/A	
GCA_024499425.1	34989398	N/A	N/A	
GCA_024499445.1	34989418	N/A	N/A	
GCA_024499465.1	34989478	N/A	N/A	
GCA_024499485.1	34989598	N/A	N/A	
GCA_024499505.1	34989658	N/A	N/A	
GCA_025676805.2	39183178	N/A	N/A	
GCA_025757665.1	36789228	N/A	N/A	
GCA_025778715.2	39183318	N/A	N/A	
GCA_025778775.2	39183238	N/A	N/A	
GCA_025779175.2	39183218	N/A	N/A	
GCA_025779775.2	39183198	N/A	N/A	
GCA_025790905.1	36850298	N/A	N/A	
GCA_026001345.1	37165248	N/A	N/A	
GCA_026001405.1	37165338	N/A	N/A	
GCA_026001465.1	37165378	N/A	N/A	
GCA_026001525.1	37165438	N/A	N/A	
GCA_026001605.1	37165538	N/A	N/A	
GCA_026001685.1	37165598	N/A	N/A	
GCA_026001745.1	37165658	N/A	N/A	
GCA_026016605.1	37195268	N/A	N/A	
GCA_026068995.2	39183258	N/A	N/A	
GCA_026210655.1	37436898	N/A	N/A	
GCA_026210675.1	37436918	N/A	N/A	
GCA_026210695.1	37436938	N/A	N/A	
GCA_026210715.1	37436958	N/A	N/A	
GCA_026218195.2	39183338	N/A	N/A	
GCA_028049085.3	50134318	N/A	N/A	
GCA_028355435.1	40379128	N/A	N/A	
GCA_029094425.1	41328198	N/A	N/A	
